133.381,28.7299,37.3369,-121.882
129.44,28.7299,37.3369,-121.882
141.498,28.7299,37.3369,-121.882
129.44,28.6925,37.3369,-121.882
137.4,28.7299,37.3369,-121.882
133.381,28.6925,37.3369,-121.882
133.381,28.7112,37.3369,-121.882
133.381,28.7487,37.3369,-121.882
125.576,28.7487,37.3369,-121.882
129.44,28.7112,37.3369,-121.882
137.4,28.7112,37.3369,-121.882
133.381,28.6551,37.3369,-121.882
129.44,28.6551,37.3369,-121.882
133.381,28.6551,37.3369,-121.882
133.381,28.6364,37.3369,-121.882
129.44,28.6738,37.3369,-121.882
137.4,28.6925,37.3369,-121.882
129.44,28.7112,37.3369,-121.882
133.381,28.7112,37.3369,-121.882
129.44,28.7299,37.3369,-121.882
133.381,28.7299,37.3369,-121.882
129.44,28.7112,37.3369,-121.882
137.4,28.7299,37.3369,-121.882
133.381,28.7299,37.3369,-121.882
129.44,28.7487,37.3369,-121.882
133.381,28.8235,37.3369,-121.882
137.4,28.8048,37.3369,-121.882
133.381,28.8048,37.3369,-121.882
137.4,28.7861,37.3369,-121.882
125.576,28.7861,37.3369,-121.882
133.381,28.8048,37.3369,-121.882
125.576,28.8422,37.3369,-121.882
133.381,28.8235,37.3369,-121.882
129.44,28.8235,37.3369,-121.882
129.44,28.861,37.3369,-121.882
129.44,28.8422,37.3369,-121.882
125.576,28.861,37.3369,-121.882
129.44,28.861,37.3369,-121.882
129.44,28.8422,37.3369,-121.882
133.381,28.8422,37.3369,-121.882
129.44,28.8984,37.3369,-121.882
129.44,28.8797,37.3369,-121.882
133.381,28.8797,37.3369,-121.882
125.576,28.8797,37.3369,-121.882
129.44,28.8984,37.3369,-121.882
121.788,28.8797,37.3369,-121.882
133.381,28.8984,37.3369,-121.882
125.576,28.8797,37.3369,-121.882
129.44,28.8797,37.3369,-121.882
129.44,28.9171,37.3369,-121.882
137.4,28.9358,37.3369,-121.882
129.44,28.8984,37.3369,-121.882
125.576,28.992,37.3369,-121.882
129.44,28.9545,37.3369,-121.882
125.576,28.9171,37.3369,-121.882
125.576,28.9545,37.3369,-121.882
137.4,28.9545,37.3369,-121.882
125.576,28.9358,37.3369,-121.882
133.381,28.9358,37.3369,-121.882
133.381,28.9545,37.3369,-121.882
133.381,28.9545,37.3369,-121.882
125.576,28.9733,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
133.381,28.9358,37.3369,-121.882
133.381,28.9545,37.3369,-121.882
125.576,29.0107,37.3369,-121.882
125.576,29.0107,37.3369,-121.882
125.576,29.0107,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
125.576,28.9545,37.3369,-121.882
133.381,28.9733,37.3369,-121.882
137.4,28.9545,37.3369,-121.882
133.381,29.0107,37.3369,-121.882
133.381,28.9545,37.3369,-121.882
133.381,28.9733,37.3369,-121.882
121.788,28.9545,37.3369,-121.882
129.44,28.9545,37.3369,-121.882
125.576,29.0107,37.3369,-121.882
133.381,28.9733,37.3369,-121.882
129.44,29.0107,37.3369,-121.882
133.381,28.992,37.3369,-121.882
133.381,29.0107,37.3369,-121.882
125.576,28.992,37.3369,-121.882
125.576,28.992,37.3369,-121.882
129.44,28.9545,37.3369,-121.882
129.44,28.9545,37.3369,-121.882
133.381,28.9545,37.3369,-121.882
129.44,29.0294,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
121.788,28.992,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
129.44,28.9545,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
129.44,28.9733,37.3369,-121.882
133.381,28.9358,37.3369,-121.882
129.44,28.9358,37.3369,-121.882
